Product_Name,Product_Link,Product_Price
"IQOO Z9S 5G (Titanium Matte, 256 GB)",https://www.flipkart.com/iqoo-z9s-5g-titanium-matte-256-gb/p/itme8048e0375248?pid=MOBH4BY6ZGSBXETK&lid=LSTMOBH4BY6ZGSBXETKXHUVXK&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBH4BY6ZGSBXETK.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹22,515
₹27,99919% off"
"IQOO Z9S 5G (Onyx Green, 256 GB)",https://www.flipkart.com/iqoo-z9s-5g-onyx-green-256-gb/p/itme8048e0375248?pid=MOBH4BY6VFZNFBVU&lid=LSTMOBH4BY6VFZNFBVUGGYGY6&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBH4BY6VFZNFBVU.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹24,345
₹29,99918% off"
"IQOO NEO9 PRO (Fiery Red, 128 GB)",https://www.flipkart.com/iqoo-neo9-pro-fiery-red-128-gb/p/itmbadc894a42a39?pid=MOBGZ8KE8GFSFH7T&lid=LSTMOBGZ8KE8GFSFH7TGA3VHL&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBGZ8KE8GFSFH7T.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹35,999
₹39,99910% off"
"IQOO Z9s 5G (Titanium Matte, 128 GB)",https://www.flipkart.com/iqoo-z9s-5g-titanium-matte-128-gb/p/itm5db90df0e52cf?pid=MOBH4CCCGFGZDBFX&lid=LSTMOBH4CCCGFGZDBFXKRANLU&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBH4CCCGFGZDBFX.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹21,499
₹25,99917% off"
"IQOO Z9s Pro 5G (Luxe Marble, 256 GB)",https://www.flipkart.com/iqoo-z9s-pro-5g-luxe-marble-256-gb/p/itm12d0931d3a50e?pid=MOBH45FQCAKJQCDG&lid=LSTMOBH45FQCAKJQCDGPPDUFZ&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBH45FQCAKJQCDG.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹27,988
₹31,99912% off"
"IQOO Z9SPRO 5G (Luxe Marble, 256 GB)",https://www.flipkart.com/iqoo-z9spro-5g-luxe-marble-256-gb/p/itmcd48d5b85d1b7?pid=MOBH4FBCAYZHGKYG&lid=LSTMOBH4FBCAYZHGKYGCIOQXJ&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBH4FBCAYZHGKYG.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹27,900
₹31,99912% off"
"IQOO Z9S PRO 5G (Flamboyant Orange, 256 GB)",https://www.flipkart.com/iqoo-z9s-pro-5g-flamboyant-orange-256-gb/p/itm0c3240bc57302?pid=MOBH4FB2ZNSXE7NN&lid=LSTMOBH4FB2ZNSXE7NNPUEPLJ&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBH4FB2ZNSXE7NN.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹26,887
₹31,99915% off"
"IQOO neo 7 pro (Fearless Flame, 128 GB)",https://www.flipkart.com/iqoo-neo-7-pro-fearless-flame-128-gb/p/itm1585345e64a32?pid=MOBGRHFZFJPGSQ9H&lid=LSTMOBGRHFZFJPGSQ9HIIFONU&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBGRHFZFJPGSQ9H.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹32,475
₹39,99918% off"
"IQOO Neo 7 Pro (Dark Strom, 128 GB)",https://www.flipkart.com/iqoo-neo-7-pro-dark-strom-128-gb/p/itm1585345e64a32?pid=MOBGRHS6VH2HYGUH&lid=LSTMOBGRHS6VH2HYGUH7W7ZB2&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBGRHS6VH2HYGUH.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹32,511
₹39,99918% off"
"IQOO Neo 7 pro (Fearless Flame, 256 GB)",https://www.flipkart.com/iqoo-neo-7-pro-fearless-flame-256-gb/p/itm1585345e64a32?pid=MOBGRHSBYFNCZZPP&lid=LSTMOBGRHSBYFNCZZPPRDQ2YQ&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBGRHSBYFNCZZPP.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹35,150
₹42,99918% off"
